央视频道,#genre#
萧县新闻综合,http://222.179.155.21:1935/ch0.m3u8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.m3u8
霍山综合频道,http://stream.snrtv.com/sxtvs-5.m3u8
万州综合频道,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
万州影视文艺,http://wanzhoulive.cbg.cn:8017/d4ceB1a/1000/live.m3u8
万州科教频道,http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
梁平综合频道,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/playlist.m3u8
开州生活频道,http://111.40.205.76/PLTV/88888888/224/3221225659/index.m3u8
綦江综合频道,http://218.17.99.211:82/hls/d4encs75.m3u8
江津新闻综合,http://stream.hsqtv.cn/2/sd/live.m3u8
江津经济生活,http://pili-live-hls.qnlive.appwuhan.com/jianwei/896.m3u8?auth_key=1550149076-1381559855-0-45ab235bdc6abcb4ab75c652ac521df5
江津文化旅游,http://hnnz.chinashadt.com:1935/live/1004.stream/playlist.m3u8
彭水新闻综合,http://pengshuilive.cbg.cn/pengshui01.m3u8
彭水新闻综合h,ttps://m.bwzybf.com/20180729/lVnCLyZV/index.m3u8
丰都文化旅游,http://186.155.200.118:1935/live/MelodyChannel/playlist.m3u8?iptvgratis?chile.m3u8
万盛新闻综合,http://stream0.tv41.ru/live.m3u8
福建导视,http://fjnh.chinashadt.com:2036/live/stream:fjds.stream/playlist.m3u8
厦门移动电视,http://stream.guihet.com/tv/cibn.php?id=39
泉州新闻综合,http://live.qztvxwgj.com/live/news.m3u8
漳州新闻综合,http://111.75.179.195:30767/video/live_vide2.m3u8
宁德新闻综合,http://119.39.242.52:1935/live/gonggong/playlist.m3u8
宁德公共频道,http://live1.rdxmt.com/shfw/sd/live.m3u8
三明新闻综合,http://ls.qingting.fm/live/4885.m3u8
三明公共频道,http://xinl.live.maxtv.cn/live/zb/playlist.m3u8
上杭综合频道,http://yurgan.bonus-tv.ru/cdn/yurgan/tracks-v2a1/index.m3u8
邵武新闻频道,http://r.gslb.lecloud.com/live/hls/201606033000003fc13/desc.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
宁化电视一套,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227166/index.m3u8
晋江侨乡,http://stream.jinjiang.tv/1/sd/live.m3u8
长乐综合,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
福安综合,http://dslive.grtn.cn/czzh/sd/live.m3u8
甘南藏语频道,http://live.xtgdw.cn:1935/live/xtsh/playlist.m3u8
敦煌综合频道,http://qxlmlive.cbg.cn:1935/app_2/_definst_/ls_35.stream/playlist.m3u8
天水新闻综合,http://223.110.245.147/ott.js.chinamobile.com/PLTV/3/224/3221226392/index.m3u8
天水公共频道,http://112.17.40.140/PLTV/88888888/224/3221226533/index.m3u8
电白综合,http://121.31.30.90:8085/ysten-business/live/gansustv/yst.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
河池新闻综合,http://58.243.4.22:1935/live/yingshi/playlist.m3u8
河池教育频道,http://58.243.4.22:1935/live/tuwen/playlist.m3u8
钦州综合频道,http://219.153.252.50/PLTV/88888888/224/3221225628/chunklist.m3u8
防城港新闻综合,http://219.153.252.50/PLTV/88888888/224/3221225644/chunklist.m3u8
黔西南综合,http://219.153.252.50/PLTV/88888888/224/3221225638/chunklist.m3u8
黔西南公共,http://219.153.252.50/PLTV/88888888/224/3221225633/chunklist.m3u8
海口新闻综合,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKmL4K2dmqqW7KGgn6uWoqk/playlist.m3u8
海口生活娱乐,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKiL4K2dmqqW7KGgn6uWoqc/playlist.m3u8
海口双创频道,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKeL4K2dmqqW7KGgn6uWoqU/playlist.m3u8
衡水影视娱乐,http://live1.wuhubtv.com/channel3/sd/live.m3u8
衡水公共频道,http://ls.qingting.fm/live/2810.m3u8
秦皇岛新闻,http://laifeng.live.cjyun.org/video/s10099-lfzh/index.m3u8
秦皇岛影视,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
辛集新闻频道,http://zsxj.chinashadt.com:1935/live/xjxw.stream_360p/playlist.m3u8
辛集生活频道,http://zsxj.chinashadt.com:1935/live/xjsh.stream_360p/playlist.m3u8
涉县文化娱乐,http://218.6.224.15:8011/vms/videos/channellive/channel15/playlist.m3u8
枣强综合,http://hbzq.chinashadt.com:1936/live/zaoqiang5.stream_360p/palylist.m3u8
馆陶美丽乡村,http://hbgt.chinashadt.com:1935/live/stream:mlxc.stream_720p/playlist.m3u8
沙河新闻综合,http://lzlive.vojs.cn/2wtSfrS/92/live.m3u8
吴桥综合,http://hnyx.chinashadt.com:1935/live/1002.stream/playlist.m3u8
吴桥生活,http://wuqiao.chinashadt.com:2035/live/di6.stream/playlist.m3u8
赞皇综合,http://hbzz.chinashadt.com:2036/zhibo/4.stream/playlist.m3u8
黄骅一套,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221226923/index.m3u8
黄骅二套,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
黄骅互动,http://hbhh.chinashadt.com:2111/live/hdtv.stream/playlist.m3u8
迁安新闻综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/playlist.m3u8
迁安生活影视,http://117.149.150.4/guangdianyun_33058/tv_channel_216__redirect__33058.m3u8
迁安快乐3频道,http://app.qatv.cn:1936/live/stream:kl3pd.stream_720p/playlist.m3u8
永年民生频道,http://hbyn.chinashadt.com:1936/live/stream:ynms.stream_360p/playlist.m3u8
永年健康频道,http://hbyn.chinashadt.com:1936/live/stream:ynjk.stream_360p/playlist.m3u8
隆化综合频道,http://60.30.52.41/live/bhtv2/playlist.m3u8
隆化影视频道,http://60.30.52.41/live/bhtv1/playlist.m3u8
沧县电视综合,http://119.39.242.52:1935/live/zonghe/playlist.m3u8
霸州新闻频道,http://rtvcdn.com.au:8082/TV_GG.m3u8
霸州文化频道,http://stream.mastvnet.com/MASTV/sd/live.m3u8
霸州公共频道,http://hbbz.chinashadt.com:2036/live/stream:bzgg.stream/playlist.m3u8
霸州少儿频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
滦县综合频道,http://117.148.187.37/PLTV/88888888/224/3221226162/index.m3u8
滦县综合频道h,ttps://qq.com-v-qq.com/20180808/4398_304b83b6/index.m3u8
滦县综艺频道,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221227191/index.m3u8
高碑店一套,http://tv.jrsncn.com:9001/hls/live/live1/stream.m3u8
鹿泉一套,http://hblq.chinashadt.com:2036/live/stream:luquan1.stream/playlist.m3u8
赵县电视一套,http://ivi.bupt.edu.cn/hls/xztv.m3u8
晋州新闻频道,http://zhjz.chinashadt.com:2036/live/1.stream/playlist.m3u8
深州综合频道,http://hbsz.chinashadt.com:2036/live/stream:sztv.stream/playlist.m3u8
郑州地铁2频道,http://117.158.206.60:9080/live/live29_tzwj_500k.m3u8
郑州教育频道,http://218.28.177.199:1935/live/mp4:500k/playlist.m3u8
洛阳综合频道,http://live1.lytv.com.cn:1935/live/LYTV1-2/playlist.m3u8
济源电视一套,http://ts2.ijntv.cn/jnse/sd1/live.m3u8
鹤壁综合频道,http://pili-live-hls.hebitv.com/hebi/hebi.m3u8
清丰有线频道,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227453/index.m3u8
清丰党建频道,http://hnqf.chinashadt.com:2036/live/4.stream/playlist.m3u8
荆州新闻,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221227037/index.m3u8
荆州垄上,http://33058.hlsplay.aodianyun.com/guangdianyun_33058/tv_channel_325.m3u8
襄阳综合,http://121.31.30.90:8085/ysten-business/live/cctv-8/1.m3u8
襄阳公共,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225865/1.m3u8
恩施综合,http://enshi.live.cjyun.org/video/s10070-eszh.m3u8
恩施公共,http://118.122.224.176:8091/live/xwzh.m3u8
孝感新闻综合,http://xiaogan.live.cjyun.org/video/s10139-xg/index.m3u8
孝感公共频道,http://58.211.172.37:1935/live/ldmspc/playlist.m3u8
黄冈新闻频道,http://huanggang.live.cjyun.org/video/s10120-xwzh.m3u8
黄冈公共频道,http://hbgt.chinashadt.com:1935/live/stream:gtzh.stream_720p/playlist.m3u8
仙桃新闻综合,http://ivi.bupt.edu.cn/hls/yntv.m3u8
仙桃生活文体,http://118.123.60.10:8114/syhjcms_hls/10000100201705020000001000000008?FvSeid=5bf2539394e75947&Fsv_filetype=0&Fsv_ctype=LIVES&Fsv_cid=6641&Fsv_TBt=614400&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=syhjcms_hls&Pcontent_id=10000100201705020000001000000008&Fsv_CMSID=syhjcms&Fsv_chan_hls_se_idx=12
咸宁综合频道,http://192.240.127.34:1935/live/cs27.stream/playlist.m3u8?wowzasessionid=1300220279
利川新闻综合,http://uni6rtmp.tulix.tv:1935/vbstv/vbsabr.smil/chunklist_w439903609_b1228800.m3u8
利川公共频道,http://uni6rtmp.tulix.tv:1935/vbstv/vbsabr.smil/chunklist_w1847269952_b204800.m3u8
孝昌新闻党建,http://xiaochang.live.cjyun.org/video/s10128-xcxw/index.m3u8
孝昌生活频道,http://xiaochang.live.cjyun.org/video/s10128-xcsh/index.m3u8
罗田综合,http://luotian.live.cjyun.org/video/s10013-LTZH/index.m3u8
罗田综合h,ttps://vip888.kuyun99.com/20180824/RgoY6gc7/index.m3u8
罗田旅游,http://luotian.live.cjyun.org/video/s10013-LTLY/index.m3u8
罗田旅游h,ttps://vip888.kuyun99.com/20180824/WJB07qKa/index.m3u8
红安综合,http://stream.zzgd.tv/1/sd/live.m3u8
大悟综合,http://121.31.30.90:8085/ysten-business/live/sichuanstv/1.m3u8
应城新闻综合,http://stream.dybtv.com/yssh/GQ/live.m3u8
应城生活频道,http://stream.dybtv.com/xwzh/GQ/live.m3u8
秭归新闻综合,http://111.231.197.215:85/live/spxwzh_600k.m3u8
大冶一套,http://116.199.5.51:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=130&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
大冶二套,http://117.148.187.37/PLTV/88888888/224/3221226461/index.m3u8
嘉鱼新闻综合,http://jiayu.live.tempsource.cjyun.org/videotmp/s10131-jyzh.m3u8
鹤峰综合频道,http://klmyyun.chinavas.com/hls/fuhai1.m3u8
夷陵综合,http://yiling.live.cjyun.org/video/s10174-TC1T/index.m3u8
夷陵综合h,ttps://streaming.viewsat.eu/viewsatstream18/viewsatstream18.smil/chunklist.m3u8
广水新闻频道,http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8
云梦综合频道,http://yunshangyunmeng.live.cjyun.org/video/s10130-ymzh.m3u8
云梦党建农业,http://yunshangyunmeng.live.cjyun.org/video/s10130-ymdjny.m3u8
湖南经视,http://ls.qingting.fm/live/1207.m3u8
湖南都市,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225672/index.m3u8
株洲新闻综合,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
娄底综合频道,http://218.77.102.118:1935/live/zonghe/playlist.m3u8
娄底公共频道,http://117.169.120.140:8080/live/hdtianjinstv/.m3u8
宜章新闻综合,http://hnyz.chinashadt.com:2036/live/stream:tv1.stream/playlist.m3u8
宜章社会法制,http://hnyz.chinashadt.com:2036/live/stream:tv2.stream/playlist.m3u8
邵东综合频道,http://ivi.bupt.edu.cn/hls/lntv.m3u8
双峰电视一套,http://hnsf.chinashadt.com:2036/zhuanma/tv1.stream_360p/playlist.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京影视,http://ls.qingting.fm/live/28138.m3u8
南京生活,http://ls.qingting.fm/live/2227017.m3u8
南京娱乐,http://ls.qingting.fm/live/62628.m3u8
南京十八,http://ls.qingting.fm/live/28140.m3u8
南京少儿,http://ls.qingting.fm/live/3701149.m3u8
无锡生活,http://live-wx.wifiwx.com/wxtv4/sd/live.m3u8
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8
张家港社会生活,http://stream1.ahrtv.cn/xspsgb/sd/live.m3u8
江阴新闻综合,http://223.110.245.143/ott.js.chinamobile.com/PLTV/3/224/3221226097/index.m3u8
江阴民生频道,http://hntk.chinashadt.com:2036/live/stream:zonghe.stream/playlist.m3u8
宜兴新闻频道,http://121.31.30.90:8085/ysten-business/live/anhuistv/1.m3u8
太仓新闻频道,http://111.40.205.87/PLTV/88888888/224/3221225648/index.m3u8
太仓党建频道,http://61.178.129.74:5021/live_hls/3/playlist.m3u8
邳州综合频道,http://stream.pznews.com/pztv1/sd/live.m3u8
邳州综艺频道,http://stream.pznews.com/pztv2/sd/live.m3u8
句容新闻综合,http://wcnc-lh.akamaihd.net/i/WCNC_Breaking_1@195112/master.m3u8
句容生活频道,http://weather-lh.akamaihd.net/i/twc_1@92006/index_2400_av-b.m3u8
句容影视频道,http://218.3.92.100:1937/live/yingshi/playlist.m3u8
睢宁综合频道,http://jssn.chinashadt.com:2036/live/1002.stream/playlist.m3u8
睢宁生活教育,http://stream.gstv.com.cn/dspd/sd/live.m3u8
睢宁三农频道,http://117.156.28.119/270000001111/1110000068/index.m3u8
睢宁资讯频道,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221227311/index.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
滨海新闻综合,http://223.82.250.72/live/hdhunanstv/1.m3u8
宝应新闻综合,http://jsby.chinashadt.com:2035/live/by1.stream/playlist.m3u8
宝应生活资讯,http://183.207.249.15/PLTV/3/224/3221225634/index.m3u8
栖霞新闻频道,http://hnyx.chinashadt.com:1935/live/1003.stream/playlist.m3u8
抚州综合频道,http://video.dztv.tv:1935/live/xwzh_bq/playlist.m3u8
德兴新闻综合,http://stream2.jlntv.cn/jlyb/sd/live.m3u8
袁州综合频道,http://jxyz.chinashadt.com:8036/live/yz1.stream/playist.m3u8
永新电视一套,http://58.211.172.37:1935/live/djpdpc/playlist.m3u8
永新电视二套,http://hntj.chinashadt.com:2036/live/tv12.stream/playlist.m3u8
万载综合频道,http://ls.qingting.fm/live/273.m3u8
吉林教育,http://ls.qingting.fm/live/2131011.m3u8
长春娱乐,http://stream.chinactv.com/ctv2/sd/live.m3u8
长春市民,http://hls.dhtv.cn:8080/live/v4_14.m3u8
长春商业,http://stream.chinactv.com/ctv4/sd/live.m3u8
长春新知,http://hls.dhtv.cn:8080/live/v2_12.m3u8
通化新闻,http://ls.qingting.fm/live/60808.m3u8
吉林市新闻综合,http://ls.qingting.fm/live/334.m3u8
农安新闻综合,http://ls.qingting.fm/live/1288.m3u8
鞍山图文频道,http://116.199.5.51:8114/index.m3u8?Fsv_chan_hls_se_idx=12&FvSeid=1&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=2&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=.m3u8&Fsv_CMSID=&Fsv_otype=1
银川生活,http://stream.ycgbtv.com.cn/ycxw/sd/live.m3u8
安多卫视,http://118.122.239.157:1235/hls/hd-live.m3u8
海南州藏语频道,http://live.hnzzzzzdst.com/channel1/sd/live.m3u8
海西州综合频道,http://112.17.40.140/PLTV/88888888/224/3221226273/index.m3u8
西安新闻综合,http://stream2.xiancity.cn/xatv1/sd/live.m3u8
西安白鸽都市,http://stream2.xiancity.cn/xatv2/sd/live.m3u8
西安文化影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8
西安丝路频道,http://stream2.xiancity.cn/xatv5/sd/live.m3u8
枣庄教育频道,http://stream.zzgd.tv/2/sd/live.m3u8
枣庄公共频道,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream_360p/playlist.m3u8
东营综合频道,http://111.40.205.87/PLTV/88888888/224/3221225673/index.m3u8
东营公共频道,http://111.40.205.76/PLTV/88888888/224/3221225672/index.m3u8
东营科教频道,http://111.40.205.76/PLTV/88888888/224/3221225666/index.m3u8
德州新闻频道,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8
德州公共频道,http://117.158.206.60:9080/kaifeng/kftv1.m3u8
德州图文频道,http://kaixianlive.cbg.cn:10345/1.m3u8
滨州公共电视剧,http://enshi.live.cjyun.org/video/s10070-esgg.m3u8
东昌导视频道,http://livecdnh2.tvanywhere.ae/hls/mbc3/03.m3u8
新泰综合频道,http://zb.pzhgd.com:9091/live/ggpd_800k.m3u8
新泰乡村党建,http://111.75.179.195:30767/video/live_vide.m3u8
新泰影视频道,http://30539.hlsplay.aodianyun.com/lms_30539/tv_channel_142.m3u8
龙口新闻综合,http://223.110.245.170/ott.js.chinamobile.com/PLTV/3/224/3221227252/index.m3u8
龙口生活频道,http://111.40.205.87/PLTV/88888888/224/3221225640/index.m3u8
莒县电视二套,http://61.162.225.122:8181/live/test2.m3u8
莒县图文频道,http://61.162.225.122:8181/live/test3.m3u8
无棣综合频道,http://sdwd.chinashadt.com:1935/live/wdzh.stream/playlist.m3u8
无棣综艺频道,http://sdwd.chinashadt.com:1935/live/wdzy.stream/playlist.m3u8
临朐新闻频道,http://sdlqx.chinashadt.com:2036/live/lqxw.stream/playlist.m3u8
临朐先锋频道,http://184.154.28.210:1935/canal4/canal4/playlist.m3u8
青州综合频道,http://121.31.30.90:8085/ysten-business/live/shanxi1stv/yst.m3u8
青州文化旅游,http://111.40.205.76/PLTV/88888888/224/3221225625/index.m3u8
山西科教,http://sxxx.chinashadt.com:2037/live/4.stream/playlist.m3u8
临汾综合频道,http://sxxx.chinashadt.com:2037/live/1.stream/playlist.m3u8
晋中新闻频道,http://111.40.205.87/PLTV/88888888/224/3221225639/index.m3u8
晋中公共频道,http://218.3.92.100:1937/live/yingshi/chunklist_w365370764.m3u8
隰县新闻综合,http://sxxx.chinashadt.com:2037/live/2.stream/playlist.m3u8
交城电视台,http://sxjc.chinashadt.com:2036/live/stream:jctv.stream/playlist.m3u8
西山电视台,http://live.ysxtv.cn:8081/Ch1/playlist.m3u8
遂宁新闻综合,http://snlive.scsntv.com:8091/live/xwzh.m3u8
宜宾新闻综合,http://217.20.164.181/live/rada480p.stream/playlist.m3u8
巴中综合频道,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
巴中公共频道,http://223.82.250.72/live/hddongfangstv/1.m3u8
阿坝综合频道,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_356.m3u8
猫和老鼠,http://jcloudcdnct.inter.iqiyi.com/tslive/c19_lb_maohelaoshu_720p_t10/c19_lb_maohelaoshu_720p_t10.m3u8
哆啦A梦,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_duolaameng_1080p_t10/c15_lb_duolaameng_1080p_t10.m3u8
名侦探柯南,http://jvc.flashapp.cn/baiducdnct.inter.iqiyi.com/tslive/c20_lb_mingzhentankenan_720p_t10/c20_lb_mingzhentankenan_720p_t10.m3u8
喜羊羊与灰太狼,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_xiyangyang_1080p_t10/c15_lb_xiyangyang_1080p_t10.m3u8
大头儿子小头爸爸,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_datouerzi_1080p_t10/c16_lb_datouerzi_1080p_t10.m3u8
睡前故事,http://hls-ott-zhibo.wasu.tv/live/332/index.m3u8
公主城堡,http://hls-ott-zhibo.wasu.tv/live/328/index.m3u8
儿歌大全,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_ergedaquan_1080p_t10/c15_lb_ergedaquan_1080p_t10.m3u8
北京少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
动漫电影,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
云南少儿,http://edge2.yntv.cn/channels/yntv/ynse/flv:sd/live
重庆少儿,http://219.153.252.50/PLTV/88888888/224/3221225646/1.m3u8
济南少儿,http://ts2.ijntv.cn/jnse/sd1/live.m3u8?_upt=c3e918011515232399
广东少儿,http://nclive.grtn.cn/tvs5/sd/live.m3u8
广州少儿,http://116.199.5.51:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=227&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
优漫卡通,http://m-tvlmedia.public.bcs.ysten.com/ysten-business/live/youmankaton/1.m3u8
嘉佳卡通,http://112.17.40.140/PLTV/88888888/224/3221226461/index.m3u8
金鹰卡通,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
哈哈炫动,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225909/1.m3u8
卡酷少儿,http://121.31.30.90:8085/ysten-business/live/kakukaton/1.m3u8
FZTV-少儿,http://live1.fzntv.cn/live/zohi_fztv4/playlist.m3u8
金鹰卡通,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225906/1.m3u8
哈哈卡通,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225909/1.m3u8
优漫卡通,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225910/1.m3u8
卡酷少儿,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225907/1.m3u8
山东教育,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225908/1.m3u8
珠江卫视,http://gdhj.chinashadt.com:2035/live/6.stream/chunklist_w2139490375.m3u8
测试频道,#genre#
凤凰中文高清,http://liveali.ifeng.com/live/FHZW.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225900/1.m3u8#http://live.centerch.com/fhzw.m3u8
凤凰资讯高清,http://liveali.ifeng.com/live/FHZX.m3u8#http://live.centerch.com/fhzx.m3u8#https://116.77.72.195/streams/d/fhzx/playlist.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/fhzx#rtmp://58.200.131.2:1935/livetv/fhzx#http://112.50.243.8/PLTV/88888888/224/3221225901/1.m3u8#http://111.13.42.13/PLTV/88888888/224/3221226142/1.m3u8
香港卫视高清,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰电影,https://116.77.72.195/streams/d/fhdy/playlist.m3u8#rtmp://58.200.131.2:1935/livetv/fhdy
TVB 翡翠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv&_res_tag_=video
TVB 明珠,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=12&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
TVB 星河,P2p://185.169.196.146:9906/5c99fccd0007df36f547dfaa64a8660b.ts
有线电影一台,http://aldirect.hls.huya.com/huyalive/29169025-2686219962-11537226886652362752-2710080226-10057-A-0-1_1200.m3u8
澳亚卫视,http://stream.mastvnet.com/MASTV/playlist.m3u8
澳门有线一台,http://202.175.127.77/live/show/ch1/index.m3u8
澳门莲花,http://3026552884.cloudvdn.com/a.m3u8?domain=live-rtmp.macaulotustv.com&player=bmkAAMgf5XZo88kV&secondToken=secondToken%3AOmGgDS5n8GfGgv-zv8OSc8LVCqk&streamid=lotustv%3Alotustv%2F5562e9e4d409d24c9600075c&v3=1#rtmp://live-rtmp.lotustv.duolaibo.cn/lotustv/5562e9e4d409d24c9600075c
民视台湾,P2p://51.79.41.138:18912/5b14095f00097ec617d238d6575b7b8c
中视HD,P2p://190.2.146.92:18912/5c72484b000b1d091d51edb7087b7686.ts
中视经典,P2p://51.79.41.138:18912/5b140a14000a368c17d4fc0d0e2537ba.ts
华视,p2p://51.79.41.138:18912/5c72484f000e498b1d51fe2201d92dd3.ts
公視3,P2p://51.79.41.138:18912/5b14094a0002d1d117d1e518204a1cf0.ts
公视,vjms://58.215.133.185:8500:3502/live/cid=236
中天新闻,P2p://190.2.146.92:18912/5c7249b6000641f71d5776673c1d2f63.ts#rtmp://59.124.75.137/sat/tv521
中天亚洲,P2p://190.2.146.92:18912/5c724839000d2f361d51a7e41eb00016.ts
中天综合,http://104.250.154.42:8080/ZZ_zhongtianzonghe/ZZ_zhongtianzonghe.m3u8
中天娱乐,http://192.154.103.74:8080/ZZ_zhongtianyule/ZZ_zhongtianyule.m3u8
寰宇新闻,p8p://0198.02686.cc:16871/5d1a69ba0007750411bdf59a5aa4b66d.ts#p2p://lino.homeunix.com:6007/59fd2b5e0006d13802bde4340bc41e87.ts
寰宇新闻二台,p2p://lino.homeunix.com:6007/5a142744000f25045fbe6f82276e0d88.ts
寰宇财经,p8p://0198.02686.cc:16871/5d1a69bb00034ddd11bdf8710f58e2f3.ts
民视新闻,p8p://0198.02686.cc:16871/5d1a69c50008f95211be20f5ac2747e5.ts
年代新闻,p2p://lino.homeunix.com:6007/5a56230e0004af51617ff5935a3e292e.ts#http://104.250.154.42:8080/ZZ_niandaixinwen/ZZ_niandianxinwen.m3u8
TVBS,vjms://58.215.133.185:8500:3502/live/cid=349
TVBS新闻,vjms://58.215.133.185:8500:3502/live/cid=348
TVBS欢乐,p2p://190.2.146.92:18912/5c72488a000a56b71d52e3a07060345e.ts
东森新闻,p2p://190.2.146.92:18912/5c7248a0000383701d5337cb153b4b51.ts#p8p://0198.02686.cc:16871/5d1a69c2000a678211be159b7e5802a8.ts
东森电影,p8p://0198.02686.cc:16871/5d1a69af0009735f11bdcb2402d2abda.ts#http://192.200.108.130:8080/ZZ_dongsendianying/ZZ_dongsendianying.m3u8#http://wsvpull.utoooo.com/live/dd7adf7343ae4b1fb78a22318aa1e78d.flv
东森洋片,http://192.200.120.82:8080/ZZ_dongsenyangpian/ZZ_dongsenyangpian.m3u8#P2p://185.169.196.146:9906/59fd17860002b83302705f6a03a560d2.ts#http://wsvpull.utoooo.com/live/6baf2fdfdaec42aabece6911f372e676.flv
东森综合,P2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts#http://wsvpull.utoooo.com/live/dccf289e68b147ecbfb732211b3203c6.flv
东森财经,p8p://0198.02686.cc:16871/5d1a69c300063ae211be1871800a9ae8.ts#vjms://58.215.133.185:8500:3502/live/cid=456
东森超视,mitv://fccsovh.pvbox.live:18912/5c72487c000667911d52abe7044c2b21#http://wsvpull.utoooo.com/live/900f83259e3747d0b4aefdbe92f1538a.flv
